NZZ_ID;Token_ID;not_of_interest;non-psych;X-STM_V_Y-EXP;X-STM_V;sein_V-PII;werden_V-PII;X_lassen_refl_V;X_V_refl;refl_V-PII_zeigen;NoAux_V-PII;Acc/Dat-EXP_V;wirken/scheinen_V-PII;X-CAUS_V_Y-EXP_PP;Nom-EXP_V;EXP_V_refl_Gen-STM;sein_zu-Inf;tough;Stimulus_Type;Stimulus_PP;Control;Other_stimulus_adjunct;Comment;Misc;Misc 2
NZZ_1993_04_29_a245_seg7_s1;24;;;;x;;;;;;;;;;;;;;inanim;;x;;psych_ambiguous, PCN-C;inanim control, vermögen;
NZZ_1993_04_29_a32_seg8_s3;18;;x;;x;;;;;;;;;;;;;;inanim;;;;ungrammatical;;
NZZ_1993_04_29_a43_seg58_s13;8;;x;x;;;;;;;;;;;;;;;inanim;;x;;;vermögen;
NZZ_1993_04_29_a53_seg2_s29;24;;x;;x;;;;;;;;;;;;;;inanim;;;;STM_coordination;für-PP;
NZZ_1993_07_31_a118_seg6_s7;42;;x;x;;;;;;;;;;;;;;;anim_proxy;;;;psych_ambiguous, colllocation;psych?;
NZZ_1993_07_31_a13_seg8_s10;20;;;x;;;;;;;;;;;;;;;inanim;;;;EXP_anim_proxy;psych?, country;
NZZ_1993_07_31_a179_seg21_s2;39;;x;x;;;;;;;;;;;;;;;inanim;;;;STM_coordination, collocation;;
NZZ_1993_07_31_a179_seg6_s3;2;;x;;x;;;;;;;;;;;;;;propositional;;;;non-phoric_es;;
NZZ_1993_07_31_a24_seg2_s30;18;;x;;x;;;;;;;;;;;;;;inanim;;;;;final;
NZZ_1993_07_31_a99_seg3_s18;4;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_02_a12_seg6_s1;4;;;x;;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;;
NZZ_1993_08_03_a125_seg8_s3;11;;x;;x;;;;;;;;;;;;;;inanim;;;;;final;
NZZ_1993_08_03_a167_seg9_s5;37;;x;;x;;;;;;;;;;;;;;anim_proxy;;;;;;
NZZ_1993_08_03_a24_seg10_s3;32;;x;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_03_a39_seg6_s11;8;;x;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_03_a39_seg6_s5;25;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_03_a59_seg9_s6;3;;;;x;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;psych?;
NZZ_1993_08_03_a71_seg6_s4;27;;x;x;;;;;;;;;;;;;;;inanim;;;;collocation;;
NZZ_1993_08_03_a81_seg8_s8;22;;;x;;;;;;;;;;;;;;;inanim;;;;EXP_anim_proxy;psych?;
NZZ_1993_08_04_a133_seg2_s18;17;;;x;;;;;;;;;;;;;;;anim;;;;EXP-related_object;;
NZZ_1993_08_04_a140_seg2_s7;36;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_04_a57_seg2_s10;24;;x;;x;;;;;;;;;;;;;;inanim;;;;psych_ambiguous, EXP-indicating_adjunct;für-PP;
NZZ_1993_08_04_a64_seg1_s4;26;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_05_a135_seg2_s20;21;;;x;;;;;;;;;;;;;;;inanim;;;;EXP-related_object;;
NZZ_1993_08_05_a178_seg11_s1;3;;x;;x;;;;;;;;;;;;;;inanim;;;;headline;;
NZZ_1993_08_05_a186_seg39_s8;11;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_05_a51_seg8_s6;4;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_06_a17_seg6_s7;15;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_06_a34_seg1_s1;19;;x;x;;;;;;;;;;;;;;;inanim;;;;collocation;;
NZZ_1993_08_06_a35_seg3_s12;12;;x;;x;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;final;
NZZ_1993_08_06_a42_seg2_s6;34;;x;x;;;;;;;;;;;;;;;anim;;;;collocation;;
NZZ_1993_08_07_a154_seg2_s9;10;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_09_a143_seg9_s5;37;x;;;;;;;;;;;;;;;;;;;;;duplicate;;
NZZ_1993_08_10_a62_seg4_s6;3;;x;x;;;;;;;;;;;;;;;anim;;;;EXP_anim_proxy;final;
NZZ_1993_08_11_a103_seg2_s3;21;;x;;x;;;;;;;;;;;;;;inanim;;;;;final;
NZZ_1993_08_11_a30_seg11_s4;2;;;x;;;;;;;;;;;;;;;inanim;;;;PA+A;psych?;
NZZ_1993_08_11_a33_seg8_s6;9;;x;;x;;;;;;;;;;;;;;propositional;;;;non-phoric_es;final;
NZZ_1993_08_13_a149_seg13_s16;7;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_13_a3_seg6_s3;19;;x;;x;;;;;;;;;;;;;;inanim;;;;;final;
NZZ_1993_08_13_a42_seg2_s12;3;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_13_a7_seg7_s5;10;;x;;x;;;;;;;;;;;;;;inanim;;;;;final;
NZZ_1993_08_14_a125_seg2_s26;18;;x;;x;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;psych?;
NZZ_1993_08_14_a136_seg2_s15;10;;x;x;;;;;;;;;;;;;;;anim;;x;;;vermögen;
NZZ_1993_08_14_a189_seg2_s3;28;;x;x;;;;;;;;;;;;;;;inanim;;;;collocation;;
NZZ_1993_08_14_a51_seg4_s3;5;;x;;x;;;;;;;;;;;;;;inanim;;;;resultative_object;;
NZZ_1993_08_14_a66_seg8_s3;15;;x;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_08_14_a86_seg2_s19;10;;x;x;;;;;;;;;;;;;;;inanim;;;;collocation;;
NZZ_1993_08_14_a86_seg2_s4;6;;x;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_16_a24_seg10_s29;4;;;;x;;;;;;;;;;;;;;ambiguous;;;;psych_ambiguous;psych?;
NZZ_1993_08_16_a76_seg2_s2;45;;x;;x;;;;;;;;;;;;;;inanim;;;;STM_coordination;final;
NZZ_1993_08_17_a143_seg3_s15;11;;x;;x;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;psych? für-PP;
NZZ_1993_08_17_a143_seg5_s12;14;;;x;;;;;;;;;;;;;;;inanim;;;;EXP-related_object;modal infinitive, psych?;
