NZZ_ID;Token_ID;not_of_interest;non-psych;X-STM_V_Y-EXP;X-STM_V;sein_V-PII;werden_V-PII;X_lassen_refl_V;X_V_refl;refl_V-PII_zeigen;NoAux_V-PII;Acc/Dat-EXP_V;wirken/scheinen_V-PII;X-CAUS_V_Y-EXP_PP;Nom-EXP_V;EXP_V_refl_Gen-STM;sein_zu-Inf;tough;Stimulus_Type;Stimulus_PP;Control;Other_stimulus_adjunct;Comment;Misc;Misc 2
NZZ_1993_05_21_a4_seg6_s6;14;;;;;;;x;;;;;;;;;;;;durch;;;EXP_anim_proxy;;inanim durch-PP
NZZ_1993_05_22_a214_seg5_s6;21;;;;;;;x;;;;;;;;;;;;von;x;;;;adjunct control? control in adjectival context (zu Adj), inanim von-PP
NZZ_1993_05_24_a46_seg3_s5;14;;;;;x;;;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_05_25_a47_seg2_s1;10;;;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_05_26_a107_seg3_s10;15;;;;x;;;;;;;;;;;;;;inanim;;x;;PA+A;;inanim control, zu beeindrucken wissen
NZZ_1993_05_27_a105_seg4_s15;4;x;;;;;;;;;;;;;;;;;;;;;duplicate;;
NZZ_1993_05_27_a98_seg10_s5;4;;;;x;;;;;;;;;;;;;;anim_proxy;durch;;;;instrumental?;
NZZ_1993_05_28_a44_seg6_s1;86;;;;x;;;;;;;;;;;;;;inanim;durch;;;;;inanim durch-PP
NZZ_1993_05_28_a46_seg2_s11;31;;;;x;;;;;;;;;;;;;;inanim;durch;;;;;inanim durch-PP
NZZ_1993_05_28_a77_seg21_s6;35;;;;;;;x;;;;;;;;;;;;von;;;pronominal_adverb;;
NZZ_1993_06_01_a194_seg4_s11;2;;;;x;;;;;;;;;;;;;;inanim;;;;PA+A, fragment;;
NZZ_1993_06_01_a9_seg6_s1;6;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_06_03_a98_seg2_s7;3;;;;x;;;;;;;;;;;;;;anim;durch;;;;;inanim durch-PP
NZZ_1993_06_04_a122_seg2_s34;12;;;x;;;;;;;;;;;;;;;anim;mit;;;;instrumental?;Konkurrenz
NZZ_1993_06_04_a180_seg5_s2;4;;;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_06_08_a38_seg2_s20;17;;;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_06_09_a78_seg3_s3;11;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_06_10_a43_seg2_s4;40;;;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_06_11_a120_seg4_s2;11;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_06_11_a145_seg5_s17;42;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_06_11_a192_seg2_s6;19;;;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_06_12_a15_seg6_s7;10;;;;;;;x;;;;;;;;;;;;von;;;pronominal_adverb, EXP_coordination;;
NZZ_1993_06_14_a43_seg4_s4;16;;;x;;;;;;;;;;;;;;;propositional;;;;;;
NZZ_1993_06_17_a42_seg8_s7;14;;;;x;;;;;;;;;;;;;;inanim;;;;STM_coordination;;
NZZ_1993_06_17_a6_seg8_s10;7;;;;;;;x;;;;;;;;;;;;von;;;pronominal_adverb, fragment, EXP_anim_proxy;;
NZZ_1993_06_18_a122_seg4_s17;14;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_06_21_a35_seg15_s6;23;;;;x;;;;;;;;;;;;;;anim;durch;;;;;inanim durch-PP
NZZ_1993_06_21_a5_seg6_s1;26;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_06_21_a70_seg6_s6;31;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_06_23_a11_seg6_s17;21;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_06_23_a76_seg2_s8;10;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_06_24_a21_seg3_s8;13;;;;;;;x;;;;;;;;;;;;von;;;;;
NZZ_1993_06_25_a9_seg10_s1;13;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_06_28_a136_seg1_s30;2;;;x;;;;;;;;;;;;;;;ambiguous;;;;;;
NZZ_1993_06_29_a3_seg8_s4;51;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_06_29_a79_seg4_s2;4;;;;x;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_07_02_a128_seg2_s3;10;;;;;;;x;;;;;;;;;;;;durch;;;;;inanim durch-PP
NZZ_1993_07_03_a130_seg2_s86;36;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_07_03_a86_seg2_s10;12;;;;;x;;;;;;;;;;;;;;;;;;;
NZZ_1993_07_05_a90_seg4_s5;14;;;;;x;;;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_07_07_a81_seg2_s3;16;;;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_07_08_a3_seg8_s4;11;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_07_09_a168_seg9_s1;10;;;x;;;;;;;;;;;;;;;inanim;;;;EXP_anim_proxy;;
NZZ_1993_07_09_a83_seg5_s12;25;;;x;;;;;;;;;;;;;;;inanim;;;;;;doesn't make sense if interpreted strictly
NZZ_1993_07_12_a117_seg6_s1;4;;;;x;;;;;;;;;;;;;;inanim;;;;PA+A;;
NZZ_1993_07_12_a41_seg3_s11;4;;;;x;;;;;;;;;;;;;;inanim;an;;;STM_coordination;;
NZZ_1993_07_13_a24_seg10_s1;33;;;x;;;;;;;;;;;;;;;inanim;;;;STM_coordination;;
NZZ_1993_07_14_a144_seg3_s4;30;;;;;;;x;;;;;;;;;;;;durch;;;EXP_anim_proxy;;inanim durch-PP
NZZ_1993_07_15_a117_seg7_s4;16;;;x;;;;;;;;;;;;;;;propositional;;;;;;
NZZ_1993_07_16_a112_seg2_s18;16;;;;x;;;;;;;;;;;;;;inanim;;x;;;;inanim control, vermögen
NZZ_1993_07_22_a115_seg6_s7;13;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_07_24_a170_seg2_s8;9;;;;x;;;;;;;;;;;;;;anim;durch;;;;;inanim durch-PP
NZZ_1993_07_27_a121_seg3_s7;11;;;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_07_27_a34_seg2_s8;8;;;;x;;;;;;;;;;;;;;ambiguous;durch;x;;;;vermögen
NZZ_1993_07_27_a53_seg1_s6;3;;;;;;;x;;;;;;;;;;;;durch;;;pronominal_adverb;;
NZZ_1993_07_27_a70_seg1_s10;21;;;x;;;;;;;;;;;;;;;anim;;x;;;;
NZZ_1993_07_29_a71_seg2_s22;17;;;;;;;;;x;;;;;;;;;;von;;;;;
